District Name,District No,Jilha,Constituency Name,Constituency No,Total No. of Electors,Serial Poll,Total No. Valid Votes,No. of Rejected Votes,NOTA,Total,No. of Tendered Votes,Elected Person Name,Party Name of Elected Person,No. of Valid Votes Cast in Favour of Elected Person,Other Candidate Votes,Total EMV Votes,Total Postal ballot votes,Total Votes Polled
Yavatmal,,,,80,322160,1,0,0,0,0,458,IVADAM OARDNANA ATEEN,,123742,169189,292931,,405
Yavatmal,,,,80,322160,2,1,0,0,1,662,IVADAM OARDNANA ATEEN,,123742,169189,292931,,405
Yavatmal,,,,80,322160,3,1,1,0,2,839,IVADAM OARDNANA ATEEN,,123742,169189,292931,,405
Yavatmal,,,,80,322160,4,0,0,0,0,623,IVADAM OARDNANA ATEEN,,123742,169189,292931,,405
Yavatmal,,,,80,322160,5,0,0,0,0,779,IVADAM OARDNANA ATEEN,,123742,169189,292931,,405
Yavatmal,,,,80,322160,6,1,1,0,2,595,IVADAM OARDNANA ATEEN,,123742,169189,292931,,405
Yavatmal,,,,80,322160,7,2,2,0,4,913,IVADAM OARDNANA ATEEN,,123742,169189,292931,,405
Yavatmal,,,,80,322160,8,1,0,0,1,507,IVADAM OARDNANA ATEEN,,123742,169189,292931,,405
Yavatmal,,,,80,322160,9,0,0,0,0,168,IVADAM OARDNANA ATEEN,,123742,169189,292931,,405
Yavatmal,,,,80,322160,10,2,2,0,4,854,IVADAM OARDNANA ATEEN,,123742,169189,292931,,405
Yavatmal,,,,80,322160,11,1,1,0,2,574,IVADAM OARDNANA ATEEN,,123742,169189,292931,,405
Yavatmal,,,,80,322160,12,1,2,0,3,625,IVADAM OARDNANA ATEEN,,123742,169189,292931,,405
Yavatmal,,,,80,322160,13,0,2,0,2,816,IVADAM OARDNANA ATEEN,,123742,169189,292931,,405
Yavatmal,,,,80,322160,14,0,1,0,1,865,IVADAM OARDNANA ATEEN,,123742,169189,292931,,405
Yavatmal,,,,80,322160,15,2,0,0,2,853,IVADAM OARDNANA ATEEN,,123742,169189,292931,,405
Yavatmal,,,,80,322160,16,0,0,0,0,801,IVADAM OARDNANA ATEEN,,123742,169189,292931,,405
Yavatmal,,,,80,322160,17,0,1,0,1,402,IVADAM OARDNANA ATEEN,,123742,169189,292931,,405
Yavatmal,,,,80,322160,18,1,1,0,2,555,IVADAM OARDNANA ATEEN,,123742,169189,292931,,405
Yavatmal,,,,80,322160,19,0,0,0,0,719,IVADAM OARDNANA ATEEN,,123742,169189,292931,,405
Yavatmal,,,,80,322160,20,2,4,0,6,751,IVADAM OARDNANA ATEEN,,123742,169189,292931,,405
Yavatmal,,,,80,322160,21,0,0,0,0,705,IVADAM OARDNANA ATEEN,,123742,169189,292931,,405
