District Name,District No,Jilha,Constituency Name,Constituency No,Total No. of Electors,Serial Poll,Total No. Valid Votes,No. of Rejected Votes,NOTA,Total,No. of Tendered Votes,Elected Person Name,Party Name of Elected Person,No. of Valid Votes Cast in Favour of Elected Person,Other Candidate Votes,Total EMV Votes,Total Postal ballot votes,Total Votes Polled
Ahmednagar,,,,216,268040,1,16,742,0,758,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,2,11,763,0,774,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,3,8,419,0,427,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,4,28,639,0,667,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,5,10,350,0,360,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,6,37,897,0,934,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,7,33,876,0,909,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,8,17,907,0,924,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,9,12,667,0,679,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,10,8,182,0,190,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,11,13,575,0,588,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,12,12,498,0,510,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,13,4,550,0,554,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,14,11,519,0,530,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,15,18,568,0,586,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,16,3,580,0,583,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,17,15,685,0,700,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,18,10,1009,0,1019,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,19,9,639,0,648,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,20,9,501,0,510,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,21,3,787,0,790,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,22,3,494,0,497,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,23,3,666,0,669,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,24,6,806,0,812,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,25,9,913,0,922,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,26,1,439,0,440,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,27,9,616,0,625,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,29,2,370,0,372,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,30,13,906,0,919,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,31,11,724,0,735,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,32,20,720,0,740,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,33,13,655,0,668,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,34,8,428,0,436,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,35,14,470,0,484,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,36,15,497,0,512,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,37,37,932,0,969,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,38,22,467,0,489,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,39,18,564,0,582,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,40,10,698,0,708,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,41,29,880,0,909,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,42,11,442,0,453,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,43,14,548,0,562,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,44,17,671,0,688,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,45,41,859,0,900,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,46,33,942,0,975,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,47,16,790,0,806,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,48,7,409,0,416,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,49,13,742,0,755,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,50,17,475,0,492,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,51,21,548,0,569,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,52,13,771,0,784,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,53,14,770,0,784,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,54,11,523,0,534,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,55,6,539,0,545,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,57,19,513,0,532,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,58,13,911,0,924,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,59,22,653,0,675,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,60,8,581,0,589,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,61,9,800,0,809,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,62,9,304,0,313,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,63,3,313,0,316,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,64,11,803,0,814,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,65,0,623,0,623,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,66,4,456,0,460,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,67,10,367,0,377,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,68,3,258,0,261,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,69,9,721,0,730,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,70,3,427,0,430,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,71,6,760,0,766,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,72,7,760,0,767,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,73,0,439,0,439,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,74,10,729,0,739,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,75,6,708,0,714,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,76,4,400,0,404,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,77,3,481,0,484,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,78,3,772,0,775,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,79,3,659,0,662,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,80,6,549,0,555,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,81,12,885,0,897,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,82,5,819,0,824,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,83,4,358,0,362,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,85,2,749,0,751,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,86,7,1041,0,1048,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,87,13,935,0,948,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,88,12,701,0,713,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,89,5,704,0,709,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,90,5,612,0,617,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,91,11,621,0,632,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,92,9,928,0,937,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,93,4,804,0,808,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,94,6,960,0,966,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,95,0,955,0,955,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,96,7,806,0,813,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,97,1,624,0,625,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,98,4,759,0,763,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,99,3,675,0,678,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,100,6,842,0,848,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,101,3,732,0,735,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,102,9,917,0,926,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,103,4,858,0,862,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,104,10,936,0,946,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
Ahmednagar,,,,216,268040,105,1,780,0,781,0,BEHASANAN GNARUDNAP EVAHTAP,,70507,157077,227584,,2511
