District Name,District No,Jilha,Constituency Name,Constituency No,Total No. of Electors,Serial Poll,Total No. Valid Votes,No. of Rejected Votes,NOTA,Total,No. of Tendered Votes,Elected Person Name,Party Name of Elected Person,No. of Valid Votes Cast in Favour of Elected Person,Other Candidate Votes,Total EMV Votes,Total Postal ballot votes,Total Votes Polled
Ahmednagar,,,,221,283489,1,8,1282,0,1290,14,NAYARANARKAHC URIHAB UAHBIRAH,,95021,166555,261576,,545
Ahmednagar,,,,221,283489,2,2,825,0,827,2,NAYARANARKAHC URIHAB UAHBIRAH,,95021,166555,261576,,545
Ahmednagar,,,,221,283489,3,1,515,0,516,5,NAYARANARKAHC URIHAB UAHBIRAH,,95021,166555,261576,,545
Ahmednagar,,,,221,283489,4,0,705,0,705,1,NAYARANARKAHC URIHAB UAHBIRAH,,95021,166555,261576,,545
Ahmednagar,,,,221,283489,5,2,799,0,801,1,NAYARANARKAHC URIHAB UAHBIRAH,,95021,166555,261576,,545
Ahmednagar,,,,221,283489,6,0,982,0,982,1,NAYARANARKAHC URIHAB UAHBIRAH,,95021,166555,261576,,545
Ahmednagar,,,,221,283489,7,2,685,0,687,6,NAYARANARKAHC URIHAB UAHBIRAH,,95021,166555,261576,,545
Ahmednagar,,,,221,283489,8,0,523,0,523,5,NAYARANARKAHC URIHAB UAHBIRAH,,95021,166555,261576,,545
Ahmednagar,,,,221,283489,9,5,1036,0,1041,5,NAYARANARKAHC URIHAB UAHBIRAH,,95021,166555,261576,,545
Ahmednagar,,,,221,283489,10,0,875,0,875,9,NAYARANARKAHC URIHAB UAHBIRAH,,95021,166555,261576,,545
Ahmednagar,,,,221,283489,11,2,929,0,931,4,NAYARANARKAHC URIHAB UAHBIRAH,,95021,166555,261576,,545
Ahmednagar,,,,221,283489,12,4,757,0,761,5,NAYARANARKAHC URIHAB UAHBIRAH,,95021,166555,261576,,545
Ahmednagar,,,,221,283489,13,2,836,0,838,9,NAYARANARKAHC URIHAB UAHBIRAH,,95021,166555,261576,,545
Ahmednagar,,,,221,283489,14,2,1049,0,1051,5,NAYARANARKAHC URIHAB UAHBIRAH,,95021,166555,261576,,545
Ahmednagar,,,,221,283489,15,3,1023,0,1026,4,NAYARANARKAHC URIHAB UAHBIRAH,,95021,166555,261576,,545
Ahmednagar,,,,221,283489,16,4,1043,0,1047,3,NAYARANARKAHC URIHAB UAHBIRAH,,95021,166555,261576,,545
Ahmednagar,,,,221,283489,17,1,511,0,512,4,NAYARANARKAHC URIHAB UAHBIRAH,,95021,166555,261576,,545
Ahmednagar,,,,221,283489,18,3,749,0,752,2,NAYARANARKAHC URIHAB UAHBIRAH,,95021,166555,261576,,545
Ahmednagar,,,,221,283489,19,1,481,0,482,3,NAYARANARKAHC URIHAB UAHBIRAH,,95021,166555,261576,,545
Ahmednagar,,,,221,283489,20,0,708,0,708,4,NAYARANARKAHC URIHAB UAHBIRAH,,95021,166555,261576,,545
Ahmednagar,,,,221,283489,21,0,528,0,528,3,NAYARANARKAHC URIHAB UAHBIRAH,,95021,166555,261576,,545
