District Name,District No,Jilha,Constituency Name,Constituency No,Total No. of Electors,Serial Poll,Total No. Valid Votes,No. of Rejected Votes,NOTA,Total,No. of Tendered Votes,Elected Person Name,Party Name of Elected Person,No. of Valid Votes Cast in Favour of Elected Person,Other Candidate Votes,Total EMV Votes,Total Postal ballot votes,Total Votes Polled
Nashik,,,,120,324867,1,0,766,0,766,3,VAHDAJ NAHBARDNAHC KOHSA,,134231,151826,286057,,335
Nashik,,,,120,324867,2,0,340,0,340,1,VAHDAJ NAHBARDNAHC KOHSA,,134231,151826,286057,,335
Nashik,,,,120,324867,3,2,1040,0,1042,2,VAHDAJ NAHBARDNAHC KOHSA,,134231,151826,286057,,335
Nashik,,,,120,324867,4,0,767,0,767,2,VAHDAJ NAHBARDNAHC KOHSA,,134231,151826,286057,,335
Nashik,,,,120,324867,5,1,944,0,945,0,VAHDAJ NAHBARDNAHC KOHSA,,134231,151826,286057,,335
Nashik,,,,120,324867,6,2,1087,0,1089,1,VAHDAJ NAHBARDNAHC KOHSA,,134231,151826,286057,,335
Nashik,,,,120,324867,7,0,1141,0,1141,13,VAHDAJ NAHBARDNAHC KOHSA,,134231,151826,286057,,335
Nashik,,,,120,324867,8,0,884,0,884,6,VAHDAJ NAHBARDNAHC KOHSA,,134231,151826,286057,,335
Nashik,,,,120,324867,9,1,840,0,841,6,VAHDAJ NAHBARDNAHC KOHSA,,134231,151826,286057,,335
Nashik,,,,120,324867,10,0,772,0,772,6,VAHDAJ NAHBARDNAHC KOHSA,,134231,151826,286057,,335
Nashik,,,,120,324867,11,0,1036,0,1036,14,VAHDAJ NAHBARDNAHC KOHSA,,134231,151826,286057,,335
Nashik,,,,120,324867,12,1,941,0,942,14,VAHDAJ NAHBARDNAHC KOHSA,,134231,151826,286057,,335
Nashik,,,,120,324867,13,0,919,0,919,2,VAHDAJ NAHBARDNAHC KOHSA,,134231,151826,286057,,335
Nashik,,,,120,324867,14,0,904,0,904,8,VAHDAJ NAHBARDNAHC KOHSA,,134231,151826,286057,,335
Nashik,,,,120,324867,15,1,766,0,767,8,VAHDAJ NAHBARDNAHC KOHSA,,134231,151826,286057,,335
Nashik,,,,120,324867,16,0,703,0,703,2,VAHDAJ NAHBARDNAHC KOHSA,,134231,151826,286057,,335
Nashik,,,,120,324867,17,0,528,0,528,4,VAHDAJ NAHBARDNAHC KOHSA,,134231,151826,286057,,335
Nashik,,,,120,324867,18,2,856,0,858,9,VAHDAJ NAHBARDNAHC KOHSA,,134231,151826,286057,,335
Nashik,,,,120,324867,19,0,742,0,742,9,VAHDAJ NAHBARDNAHC KOHSA,,134231,151826,286057,,335
