District Name,District No,Jilha,Constituency Name,Constituency No,Total No. of Electors,Serial Poll,Total No. Valid Votes,No. of Rejected Votes,NOTA,Total,No. of Tendered Votes,Elected Person Name,Party Name of Elected Person,No. of Valid Votes Cast in Favour of Elected Person,Other Candidate Votes,Total EMV Votes,Total Postal ballot votes,Total Votes Polled
Gondiya,,,,65,325556,1,1,2,0,3,3,doniV lawargA,,138597,85609,224206,,102
Gondiya,,,,65,325556,2,1,0,0,1,5,doniV lawargA,,138597,85609,224206,,102
Gondiya,,,,65,325556,3,0,0,0,0,5,doniV lawargA,,138597,85609,224206,,102
Gondiya,,,,65,325556,4,0,1,0,1,3,doniV lawargA,,138597,85609,224206,,102
Gondiya,,,,65,325556,5,0,0,0,0,6,doniV lawargA,,138597,85609,224206,,102
Gondiya,,,,65,325556,6,0,1,0,1,5,doniV lawargA,,138597,85609,224206,,102
Gondiya,,,,65,325556,7,3,1,0,4,9,doniV lawargA,,138597,85609,224206,,102
Gondiya,,,,65,325556,8,1,0,0,1,3,doniV lawargA,,138597,85609,224206,,102
Gondiya,,,,65,325556,9,1,0,0,1,6,doniV lawargA,,138597,85609,224206,,102
Gondiya,,,,65,325556,10,0,1,0,1,0,doniV lawargA,,138597,85609,224206,,102
Gondiya,,,,65,325556,11,1,0,0,1,2,doniV lawargA,,138597,85609,224206,,102
Gondiya,,,,65,325556,12,1,1,0,2,0,doniV lawargA,,138597,85609,224206,,102
Gondiya,,,,65,325556,13,0,0,0,0,4,doniV lawargA,,138597,85609,224206,,102
Gondiya,,,,65,325556,14,0,2,0,2,2,doniV lawargA,,138597,85609,224206,,102
Gondiya,,,,65,325556,15,0,0,0,0,4,doniV lawargA,,138597,85609,224206,,102
Gondiya,,,,65,325556,16,0,1,0,1,4,doniV lawargA,,138597,85609,224206,,102
Gondiya,,,,65,325556,17,0,1,0,1,8,doniV lawargA,,138597,85609,224206,,102
Gondiya,,,,65,325556,18,1,3,0,4,8,doniV lawargA,,138597,85609,224206,,102
Gondiya,,,,65,325556,19,0,2,0,2,4,doniV lawargA,,138597,85609,224206,,102
Gondiya,,,,65,325556,20,0,3,0,3,5,doniV lawargA,,138597,85609,224206,,102
Gondiya,,,,65,325556,21,0,3,0,3,6,doniV lawargA,,138597,85609,224206,,102
Gondiya,,,,65,325556,22,1,2,0,3,4,doniV lawargA,,138597,85609,224206,,102
Gondiya,,,,65,325556,23,0,0,0,0,0,doniV lawargA,,138597,85609,224206,,102
Gondiya,,,,65,325556,24,0,2,0,2,6,doniV lawargA,,138597,85609,224206,,102
Gondiya,,,,65,325556,25,1,2,0,3,3,doniV lawargA,,138597,85609,224206,,102
Gondiya,,,,65,325556,26,1,0,0,1,2,doniV lawargA,,138597,85609,224206,,102
Gondiya,,,,65,325556,27,0,0,0,0,3,doniV lawargA,,138597,85609,224206,,102
Gondiya,,,,65,325556,28,0,2,0,2,5,doniV lawargA,,138597,85609,224206,,102
Gondiya,,,,65,325556,29,0,0,0,0,7,doniV lawargA,,138597,85609,224206,,102
Gondiya,,,,65,325556,30,0,2,0,2,0,doniV lawargA,,138597,85609,224206,,102
Gondiya,,,,65,325556,31,1,1,0,2,2,doniV lawargA,,138597,85609,224206,,102
Gondiya,,,,65,325556,32,1,2,0,3,4,doniV lawargA,,138597,85609,224206,,102
Gondiya,,,,65,325556,34,1,3,0,4,6,doniV lawargA,,138597,85609,224206,,102
Gondiya,,,,65,325556,35,0,4,0,4,2,doniV lawargA,,138597,85609,224206,,102
Gondiya,,,,65,325556,36,0,2,0,2,10,doniV lawargA,,138597,85609,224206,,102
Gondiya,,,,65,325556,37,1,0,0,1,1,doniV lawargA,,138597,85609,224206,,102
Gondiya,,,,65,325556,38,0,0,0,0,1,doniV lawargA,,138597,85609,224206,,102
Gondiya,,,,65,325556,39,0,1,0,1,4,doniV lawargA,,138597,85609,224206,,102
Gondiya,,,,65,325556,40,0,0,0,0,2,doniV lawargA,,138597,85609,224206,,102
Gondiya,,,,65,325556,41,1,2,0,3,6,doniV lawargA,,138597,85609,224206,,102
Gondiya,,,,65,325556,42,1,0,0,1,2,doniV lawargA,,138597,85609,224206,,102
Gondiya,,,,65,325556,43,0,0,0,0,6,doniV lawargA,,138597,85609,224206,,102
Gondiya,,,,65,325556,44,0,0,0,0,1,doniV lawargA,,138597,85609,224206,,102
Gondiya,,,,65,325556,45,0,1,0,1,6,doniV lawargA,,138597,85609,224206,,102
Gondiya,,,,65,325556,46,1,0,0,1,3,doniV lawargA,,138597,85609,224206,,102
Gondiya,,,,65,325556,47,0,5,0,5,4,doniV lawargA,,138597,85609,224206,,102
Gondiya,,,,65,325556,48,0,1,0,1,6,doniV lawargA,,138597,85609,224206,,102
Gondiya,,,,65,325556,49,0,0,0,0,5,doniV lawargA,,138597,85609,224206,,102
Gondiya,,,,65,325556,50,0,0,0,0,3,doniV lawargA,,138597,85609,224206,,102
Gondiya,,,,65,325556,51,0,0,0,0,4,doniV lawargA,,138597,85609,224206,,102
Gondiya,,,,65,325556,52,0,0,0,0,8,doniV lawargA,,138597,85609,224206,,102
Gondiya,,,,65,325556,53,1,0,0,1,5,doniV lawargA,,138597,85609,224206,,102
Gondiya,,,,65,325556,54,0,0,0,0,0,doniV lawargA,,138597,85609,224206,,102
Gondiya,,,,65,325556,55,0,2,0,2,5,doniV lawargA,,138597,85609,224206,,102
Gondiya,,,,65,325556,56,0,0,0,0,5,doniV lawargA,,138597,85609,224206,,102
Gondiya,,,,65,325556,57,0,1,0,1,2,doniV lawargA,,138597,85609,224206,,102
Gondiya,,,,65,325556,58,0,3,0,3,2,doniV lawargA,,138597,85609,224206,,102
Gondiya,,,,65,325556,59,0,0,0,0,2,doniV lawargA,,138597,85609,224206,,102
Gondiya,,,,65,325556,60,0,0,0,0,2,doniV lawargA,,138597,85609,224206,,102
Gondiya,,,,65,325556,61,0,2,0,2,1,doniV lawargA,,138597,85609,224206,,102
Gondiya,,,,65,325556,62,0,0,0,0,3,doniV lawargA,,138597,85609,224206,,102
Gondiya,,,,65,325556,63,0,0,0,0,3,doniV lawargA,,138597,85609,224206,,102
Gondiya,,,,65,325556,64,0,0,0,0,1,doniV lawargA,,138597,85609,224206,,102
Gondiya,,,,65,325556,65,0,1,0,1,1,doniV lawargA,,138597,85609,224206,,102
Gondiya,,,,65,325556,66,2,1,0,3,3,doniV lawargA,,138597,85609,224206,,102
Gondiya,,,,65,325556,67,0,0,0,0,2,doniV lawargA,,138597,85609,224206,,102
Gondiya,,,,65,325556,68,0,1,0,1,7,doniV lawargA,,138597,85609,224206,,102
Gondiya,,,,65,325556,69,0,0,0,0,5,doniV lawargA,,138597,85609,224206,,102
Gondiya,,,,65,325556,70,0,0,0,0,7,doniV lawargA,,138597,85609,224206,,102
Gondiya,,,,65,325556,71,0,1,0,1,13,doniV lawargA,,138597,85609,224206,,102
Gondiya,,,,65,325556,72,0,0,0,0,5,doniV lawargA,,138597,85609,224206,,102
Gondiya,,,,65,325556,73,0,1,0,1,3,doniV lawargA,,138597,85609,224206,,102
Gondiya,,,,65,325556,74,0,1,0,1,0,doniV lawargA,,138597,85609,224206,,102
