District Name,District No,Jilha,Constituency Name,Constituency No,Total No. of Electors,Serial Poll,Total No. Valid Votes,No. of Rejected Votes,NOTA,Total,No. of Tendered Votes,Elected Person Name,Party Name of Elected Person,No. of Valid Votes Cast in Favour of Elected Person,Other Candidate Votes,Total EMV Votes,Total Postal ballot votes,Total Votes Polled
Pune,,,,213,625938,1,4,1,0,5,0,EPUT LAHTTIV NATEHC,,134947,296274,431221,,2202
Pune,,,,213,625938,2,5,0,0,5,0,EPUT LAHTTIV NATEHC,,134947,296274,431221,,2202
Pune,,,,213,625938,3,18,0,0,18,0,EPUT LAHTTIV NATEHC,,134947,296274,431221,,2202
Pune,,,,213,625938,4,9,0,0,9,2,EPUT LAHTTIV NATEHC,,134947,296274,431221,,2202
Pune,,,,213,625938,5,10,0,0,10,1,EPUT LAHTTIV NATEHC,,134947,296274,431221,,2202
Pune,,,,213,625938,6,9,0,0,9,0,EPUT LAHTTIV NATEHC,,134947,296274,431221,,2202
Pune,,,,213,625938,7,1,0,0,1,0,EPUT LAHTTIV NATEHC,,134947,296274,431221,,2202
Pune,,,,213,625938,8,4,1,0,5,1,EPUT LAHTTIV NATEHC,,134947,296274,431221,,2202
Pune,,,,213,625938,9,6,0,0,6,2,EPUT LAHTTIV NATEHC,,134947,296274,431221,,2202
Pune,,,,213,625938,10,4,1,0,5,3,EPUT LAHTTIV NATEHC,,134947,296274,431221,,2202
Pune,,,,213,625938,11,4,1,0,5,1,EPUT LAHTTIV NATEHC,,134947,296274,431221,,2202
Pune,,,,213,625938,12,5,1,0,6,1,EPUT LAHTTIV NATEHC,,134947,296274,431221,,2202
Pune,,,,213,625938,13,20,0,0,20,2,EPUT LAHTTIV NATEHC,,134947,296274,431221,,2202
Pune,,,,213,625938,14,3,1,0,4,3,EPUT LAHTTIV NATEHC,,134947,296274,431221,,2202
Pune,,,,213,625938,15,8,2,0,10,0,EPUT LAHTTIV NATEHC,,134947,296274,431221,,2202
Pune,,,,213,625938,16,5,0,0,5,2,EPUT LAHTTIV NATEHC,,134947,296274,431221,,2202
Pune,,,,213,625938,17,4,0,0,4,0,EPUT LAHTTIV NATEHC,,134947,296274,431221,,2202
Pune,,,,213,625938,18,4,0,0,4,1,EPUT LAHTTIV NATEHC,,134947,296274,431221,,2202
Pune,,,,213,625938,19,5,0,0,5,0,EPUT LAHTTIV NATEHC,,134947,296274,431221,,2202
Pune,,,,213,625938,20,4,0,0,4,0,EPUT LAHTTIV NATEHC,,134947,296274,431221,,2202
Pune,,,,213,625938,21,6,2,0,8,2,EPUT LAHTTIV NATEHC,,134947,296274,431221,,2202
Pune,,,,213,625938,22,0,1,0,1,3,EPUT LAHTTIV NATEHC,,134947,296274,431221,,2202
Pune,,,,213,625938,23,6,1,0,7,1,EPUT LAHTTIV NATEHC,,134947,296274,431221,,2202
Pune,,,,213,625938,24,6,0,0,6,1,EPUT LAHTTIV NATEHC,,134947,296274,431221,,2202
Pune,,,,213,625938,25,6,0,0,6,0,EPUT LAHTTIV NATEHC,,134947,296274,431221,,2202
Pune,,,,213,625938,26,2,1,0,3,0,EPUT LAHTTIV NATEHC,,134947,296274,431221,,2202
Pune,,,,213,625938,27,2,0,0,2,0,EPUT LAHTTIV NATEHC,,134947,296274,431221,,2202
