District Name,District No,Jilha,Constituency Name,Constituency No,Total No. of Electors,Serial Poll,Total No. Valid Votes,No. of Rejected Votes,NOTA,Total,No. of Tendered Votes,Elected Person Name,Party Name of Elected Person,No. of Valid Votes Cast in Favour of Elected Person,Other Candidate Votes,Total EMV Votes,Total Postal ballot votes,Total Votes Polled
Ahmednagar,,,,224,352291,1,5,575,0,580,1,EKNAL HSELIN INAR,,112775,195925,308700,,2464
Ahmednagar,,,,224,352291,2,4,635,0,639,3,EKNAL HSELIN INAR,,112775,195925,308700,,2464
Ahmednagar,,,,224,352291,3,3,969,0,972,1,EKNAL HSELIN INAR,,112775,195925,308700,,2464
Ahmednagar,,,,224,352291,4,5,638,0,643,0,EKNAL HSELIN INAR,,112775,195925,308700,,2464
Ahmednagar,,,,224,352291,5,41,848,0,889,4,EKNAL HSELIN INAR,,112775,195925,308700,,2464
Ahmednagar,,,,224,352291,6,3,549,0,552,1,EKNAL HSELIN INAR,,112775,195925,308700,,2464
Ahmednagar,,,,224,352291,7,2,562,0,564,1,EKNAL HSELIN INAR,,112775,195925,308700,,2464
Ahmednagar,,,,224,352291,8,2,700,0,702,3,EKNAL HSELIN INAR,,112775,195925,308700,,2464
Ahmednagar,,,,224,352291,9,5,603,0,608,2,EKNAL HSELIN INAR,,112775,195925,308700,,2464
Ahmednagar,,,,224,352291,10,6,456,0,462,1,EKNAL HSELIN INAR,,112775,195925,308700,,2464
Ahmednagar,,,,224,352291,11,3,637,0,640,3,EKNAL HSELIN INAR,,112775,195925,308700,,2464
Ahmednagar,,,,224,352291,12,6,776,0,782,4,EKNAL HSELIN INAR,,112775,195925,308700,,2464
Ahmednagar,,,,224,352291,13,26,774,0,800,6,EKNAL HSELIN INAR,,112775,195925,308700,,2464
Ahmednagar,,,,224,352291,14,8,487,0,495,2,EKNAL HSELIN INAR,,112775,195925,308700,,2464
Ahmednagar,,,,224,352291,15,2,802,0,804,3,EKNAL HSELIN INAR,,112775,195925,308700,,2464
Ahmednagar,,,,224,352291,16,3,634,0,637,2,EKNAL HSELIN INAR,,112775,195925,308700,,2464
Ahmednagar,,,,224,352291,17,1,563,0,564,1,EKNAL HSELIN INAR,,112775,195925,308700,,2464
Ahmednagar,,,,224,352291,18,3,700,0,703,2,EKNAL HSELIN INAR,,112775,195925,308700,,2464
Ahmednagar,,,,224,352291,19,2,612,0,614,1,EKNAL HSELIN INAR,,112775,195925,308700,,2464
Ahmednagar,,,,224,352291,20,12,852,0,864,0,EKNAL HSELIN INAR,,112775,195925,308700,,2464
Ahmednagar,,,,224,352291,21,12,812,0,824,3,EKNAL HSELIN INAR,,112775,195925,308700,,2464
Ahmednagar,,,,224,352291,22,3,379,0,382,2,EKNAL HSELIN INAR,,112775,195925,308700,,2464
Ahmednagar,,,,224,352291,23,13,804,0,817,4,EKNAL HSELIN INAR,,112775,195925,308700,,2464
Ahmednagar,,,,224,352291,24,2,656,0,658,5,EKNAL HSELIN INAR,,112775,195925,308700,,2464
Ahmednagar,,,,224,352291,25,5,687,0,692,2,EKNAL HSELIN INAR,,112775,195925,308700,,2464
Ahmednagar,,,,224,352291,26,7,523,0,530,3,EKNAL HSELIN INAR,,112775,195925,308700,,2464
Ahmednagar,,,,224,352291,27,6,502,0,508,3,EKNAL HSELIN INAR,,112775,195925,308700,,2464
Ahmednagar,,,,224,352291,28,4,481,0,485,2,EKNAL HSELIN INAR,,112775,195925,308700,,2464
Ahmednagar,,,,224,352291,29,2,371,0,373,4,EKNAL HSELIN INAR,,112775,195925,308700,,2464
Ahmednagar,,,,224,352291,30,0,230,0,230,0,EKNAL HSELIN INAR,,112775,195925,308700,,2464
Ahmednagar,,,,224,352291,31,3,841,0,844,3,EKNAL HSELIN INAR,,112775,195925,308700,,2464
