District Name,District No,Jilha,Constituency Name,Constituency No,Total No. of Electors,Serial Poll,Total No. Valid Votes,No. of Rejected Votes,NOTA,Total,No. of Tendered Votes,Elected Person Name,Party Name of Elected Person,No. of Valid Votes Cast in Favour of Elected Person,Other Candidate Votes,Total EMV Votes,Total Postal ballot votes,Total Votes Polled
Mumbai Suburban,,,,169,277532,1,3,1,0,4,0,")8.82.51 ARAP ,51 RETPAHC(",,2961,0,2961,,8
Mumbai Suburban,,,,169,277532,2,0,1,0,1,0,")8.82.51 ARAP ,51 RETPAHC(",,2961,0,2961,,8
Mumbai Suburban,,,,169,277532,3,1,1,0,2,0,")8.82.51 ARAP ,51 RETPAHC(",,2961,0,2961,,8
Mumbai Suburban,,,,169,277532,4,0,0,0,0,0,")8.82.51 ARAP ,51 RETPAHC(",,2961,0,2961,,8
Mumbai Suburban,,,,169,277532,5,0,1,0,1,0,")8.82.51 ARAP ,51 RETPAHC(",,2961,0,2961,,8
Mumbai Suburban,,,,169,277532,6,0,2,0,2,0,")8.82.51 ARAP ,51 RETPAHC(",,2961,0,2961,,8
Mumbai Suburban,,,,169,277532,7,1,1,0,2,0,")8.82.51 ARAP ,51 RETPAHC(",,2961,0,2961,,8
Mumbai Suburban,,,,169,277532,8,0,0,0,0,0,")8.82.51 ARAP ,51 RETPAHC(",,2961,0,2961,,8
Mumbai Suburban,,,,169,277532,9,0,0,0,0,0,")8.82.51 ARAP ,51 RETPAHC(",,2961,0,2961,,8
Mumbai Suburban,,,,169,277532,10,0,2,0,2,0,")8.82.51 ARAP ,51 RETPAHC(",,2961,0,2961,,8
Mumbai Suburban,,,,169,277532,11,0,0,0,0,0,")8.82.51 ARAP ,51 RETPAHC(",,2961,0,2961,,8
Mumbai Suburban,,,,169,277532,12,0,0,0,0,0,")8.82.51 ARAP ,51 RETPAHC(",,2961,0,2961,,8
Mumbai Suburban,,,,169,277532,13,0,0,0,0,0,")8.82.51 ARAP ,51 RETPAHC(",,2961,0,2961,,8
Mumbai Suburban,,,,169,277532,14,0,2,0,2,0,")8.82.51 ARAP ,51 RETPAHC(",,2961,0,2961,,8
Mumbai Suburban,,,,169,277532,15,0,3,0,3,0,")8.82.51 ARAP ,51 RETPAHC(",,2961,0,2961,,8
Mumbai Suburban,,,,169,277532,16,1,1,0,2,0,")8.82.51 ARAP ,51 RETPAHC(",,2961,0,2961,,8
Mumbai Suburban,,,,169,277532,17,2,3,0,5,0,")8.82.51 ARAP ,51 RETPAHC(",,2961,0,2961,,8
Mumbai Suburban,,,,169,277532,18,0,0,0,0,0,")8.82.51 ARAP ,51 RETPAHC(",,2961,0,2961,,8
Mumbai Suburban,,,,169,277532,19,0,0,0,0,0,")8.82.51 ARAP ,51 RETPAHC(",,2961,0,2961,,8
Mumbai Suburban,,,,169,277532,20,0,2,0,2,0,")8.82.51 ARAP ,51 RETPAHC(",,2961,0,2961,,8
Mumbai Suburban,,,,169,277532,21,0,1,0,1,0,")8.82.51 ARAP ,51 RETPAHC(",,2961,0,2961,,8
