District Name,District No,Jilha,Constituency Name,Constituency No,Total No. of Electors,Serial Poll,Total No. Valid Votes,No. of Rejected Votes,NOTA,Total,No. of Tendered Votes,Elected Person Name,Party Name of Elected Person,No. of Valid Votes Cast in Favour of Elected Person,Other Candidate Votes,Total EMV Votes,Total Postal ballot votes,Total Votes Polled
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,1,3,440,0,443,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,2,7,430,0,437,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,3,15,501,0,516,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,4,12,771,0,783,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,5,13,795,0,808,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,6,1,737,1,738,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,7,6,797,0,803,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,8,15,777,0,792,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,9,17,735,0,752,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,10,5,729,0,734,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,11,4,313,0,317,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,12,7,576,0,583,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,13,16,745,0,761,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,14,10,718,0,728,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,15,12,767,0,779,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,16,6,645,0,651,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,17,8,570,0,578,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,18,11,825,0,836,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,19,3,612,0,615,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,20,11,643,0,654,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,21,4,838,1,842,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,22,10,896,0,906,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,23,13,722,0,735,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,24,10,619,0,629,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,25,10,745,0,755,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,26,14,733,0,747,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,27,7,562,1,569,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,28,1,571,0,572,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,29,6,593,0,599,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,30,7,718,0,725,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,31,5,510,0,515,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,32,6,663,0,669,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,33,7,475,0,482,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,34,6,618,0,624,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,35,12,730,0,742,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,36,12,416,0,428,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,37,7,503,1,510,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,38,8,400,0,408,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,39,11,428,0,439,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,40,4,461,0,465,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,41,4,686,0,690,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,42,13,529,0,542,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,43,6,645,0,651,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,44,5,442,0,447,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,45,1,577,1,578,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,46,5,766,0,771,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,47,7,876,2,883,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,48,11,755,0,766,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,49,7,773,0,780,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,50,5,555,0,560,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,51,6,568,0,574,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,52,10,737,0,747,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,53,10,725,0,735,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,54,6,798,2,804,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,55,11,733,1,744,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,56,16,827,0,843,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,57,14,826,0,840,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,58,12,560,0,572,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,59,13,940,0,953,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,60,3,644,0,647,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,61,13,668,1,681,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,62,13,793,0,806,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,63,2,511,0,513,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,64,5,575,0,580,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,65,7,670,0,677,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,66,13,889,0,902,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,67,11,653,0,664,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,68,8,515,0,523,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,69,5,388,0,393,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,70,1,431,0,432,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,71,10,726,0,736,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,72,8,683,0,691,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,73,14,817,0,831,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,74,8,590,1,598,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,75,7,481,1,488,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,76,9,647,0,656,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,77,16,737,0,753,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,78,9,781,0,790,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,79,16,785,1,801,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,80,3,603,0,606,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,81,9,659,0,668,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,82,8,439,0,447,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,83,4,416,0,420,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,84,5,403,0,408,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,85,3,431,0,434,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,86,7,446,0,453,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,87,9,592,0,601,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,88,13,641,0,654,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,89,8,466,0,474,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,90,13,808,0,821,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,91,12,798,0,810,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,92,8,784,0,792,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,93,16,741,0,757,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,94,11,652,0,663,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,95,10,451,0,461,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,96,2,504,0,506,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,97,7,758,0,765,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,98,7,631,0,638,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,99,10,685,0,695,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,100,13,827,0,840,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,101,11,890,0,901,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,102,9,702,0,711,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,103,3,435,0,438,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,104,10,461,0,471,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,105,10,435,0,445,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,106,9,500,0,509,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,107,18,844,0,862,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,108,15,543,1,558,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,109,14,646,0,660,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,110,5,480,0,485,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,111,5,611,0,616,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,112,5,501,0,506,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,113,9,463,0,472,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,114,2,447,0,449,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,115,5,489,0,494,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,116,11,903,0,914,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,117,17,779,0,796,0,,,0,357087,357087,,2818
Mumbai Suburban,,,"Magathane Assembly Constituency
PART I
Name of the Assembly Segment",154,,118,11,723,0,734,0,,,0,357087,357087,,2818
