District Name,District No,Jilha,Constituency Name,Constituency No,Total No. of Electors,Serial Poll,Total No. Valid Votes,No. of Rejected Votes,NOTA,Total,No. of Tendered Votes,Elected Person Name,Party Name of Elected Person,No. of Valid Votes Cast in Favour of Elected Person,Other Candidate Votes,Total EMV Votes,Total Postal ballot votes,Total Votes Polled
Beed,,,,229,352698,1,9,3,0,12,1,EKNALOS OARRADANUS )ADAD( HSAKARP,,76511,149685,226196,,1501
Beed,,,,229,352698,2,4,2,0,6,0,EKNALOS OARRADANUS )ADAD( HSAKARP,,76511,149685,226196,,1501
Beed,,,,229,352698,3,5,0,0,5,4,EKNALOS OARRADANUS )ADAD( HSAKARP,,76511,149685,226196,,1501
Beed,,,,229,352698,4,16,1,0,17,3,EKNALOS OARRADANUS )ADAD( HSAKARP,,76511,149685,226196,,1501
Beed,,,,229,352698,5,8,1,0,9,3,EKNALOS OARRADANUS )ADAD( HSAKARP,,76511,149685,226196,,1501
Beed,,,,229,352698,6,9,4,0,13,4,EKNALOS OARRADANUS )ADAD( HSAKARP,,76511,149685,226196,,1501
Beed,,,,229,352698,7,3,1,0,4,3,EKNALOS OARRADANUS )ADAD( HSAKARP,,76511,149685,226196,,1501
Beed,,,,229,352698,8,1,2,0,3,4,EKNALOS OARRADANUS )ADAD( HSAKARP,,76511,149685,226196,,1501
Beed,,,,229,352698,9,8,1,0,9,4,EKNALOS OARRADANUS )ADAD( HSAKARP,,76511,149685,226196,,1501
Beed,,,,229,352698,10,1,2,0,3,1,EKNALOS OARRADANUS )ADAD( HSAKARP,,76511,149685,226196,,1501
Beed,,,,229,352698,11,3,1,0,4,0,EKNALOS OARRADANUS )ADAD( HSAKARP,,76511,149685,226196,,1501
Beed,,,,229,352698,12,0,0,0,0,0,EKNALOS OARRADANUS )ADAD( HSAKARP,,76511,149685,226196,,1501
Beed,,,,229,352698,13,1,1,0,2,1,EKNALOS OARRADANUS )ADAD( HSAKARP,,76511,149685,226196,,1501
