District Name,District No,Jilha,Constituency Name,Constituency No,Total No. of Electors,Serial Poll,Total No. Valid Votes,No. of Rejected Votes,NOTA,Total,No. of Tendered Votes,Elected Person Name,Party Name of Elected Person,No. of Valid Votes Cast in Favour of Elected Person,Other Candidate Votes,Total EMV Votes,Total Postal ballot votes,Total Votes Polled
Nanded,,,,84,299252,1,0,0,0,0,0,TUAR OARAVED HSENAG,,111252,152146,263398,,126
Nanded,,,,84,299252,2,0,1,0,1,0,TUAR OARAVED HSENAG,,111252,152146,263398,,126
Nanded,,,,84,299252,3,0,0,0,0,0,TUAR OARAVED HSENAG,,111252,152146,263398,,126
Nanded,,,,84,299252,4,0,0,0,0,0,TUAR OARAVED HSENAG,,111252,152146,263398,,126
Nanded,,,,84,299252,5,0,0,0,0,0,TUAR OARAVED HSENAG,,111252,152146,263398,,126
Nanded,,,,84,299252,6,1,0,0,1,0,TUAR OARAVED HSENAG,,111252,152146,263398,,126
Nanded,,,,84,299252,7,2,0,0,2,0,TUAR OARAVED HSENAG,,111252,152146,263398,,126
Nanded,,,,84,299252,8,0,0,0,0,0,TUAR OARAVED HSENAG,,111252,152146,263398,,126
Nanded,,,,84,299252,9,0,0,0,0,0,TUAR OARAVED HSENAG,,111252,152146,263398,,126
Nanded,,,,84,299252,10,1,0,0,1,2,TUAR OARAVED HSENAG,,111252,152146,263398,,126
Nanded,,,,84,299252,11,0,0,0,0,1,TUAR OARAVED HSENAG,,111252,152146,263398,,126
Nanded,,,,84,299252,12,0,1,0,1,2,TUAR OARAVED HSENAG,,111252,152146,263398,,126
Nanded,,,,84,299252,13,1,1,0,2,1,TUAR OARAVED HSENAG,,111252,152146,263398,,126
Nanded,,,,84,299252,14,0,0,0,0,0,TUAR OARAVED HSENAG,,111252,152146,263398,,126
Nanded,,,,84,299252,15,0,0,0,0,0,TUAR OARAVED HSENAG,,111252,152146,263398,,126
Nanded,,,,84,299252,16,0,0,0,0,0,TUAR OARAVED HSENAG,,111252,152146,263398,,126
Nanded,,,,84,299252,17,1,0,0,1,1,TUAR OARAVED HSENAG,,111252,152146,263398,,126
Nanded,,,,84,299252,18,1,0,0,1,0,TUAR OARAVED HSENAG,,111252,152146,263398,,126
Nanded,,,,84,299252,19,0,0,0,0,0,TUAR OARAVED HSENAG,,111252,152146,263398,,126
Nanded,,,,84,299252,20,0,0,0,0,2,TUAR OARAVED HSENAG,,111252,152146,263398,,126
Nanded,,,,84,299252,21,0,0,0,0,0,TUAR OARAVED HSENAG,,111252,152146,263398,,126
Nanded,,,,84,299252,22,0,0,0,0,0,TUAR OARAVED HSENAG,,111252,152146,263398,,126
Nanded,,,,84,299252,23,0,0,0,0,1,TUAR OARAVED HSENAG,,111252,152146,263398,,126
Nanded,,,,84,299252,24,4,0,0,4,1,TUAR OARAVED HSENAG,,111252,152146,263398,,126
Nanded,,,,84,299252,25,0,0,0,0,1,TUAR OARAVED HSENAG,,111252,152146,263398,,126
Nanded,,,,84,299252,26,0,0,0,0,0,TUAR OARAVED HSENAG,,111252,152146,263398,,126
Nanded,,,,84,299252,27,0,1,0,1,1,TUAR OARAVED HSENAG,,111252,152146,263398,,126
Nanded,,,,84,299252,28,0,1,0,1,0,TUAR OARAVED HSENAG,,111252,152146,263398,,126
Nanded,,,,84,299252,29,0,1,0,1,1,TUAR OARAVED HSENAG,,111252,152146,263398,,126
Nanded,,,,84,299252,30,0,0,0,0,0,TUAR OARAVED HSENAG,,111252,152146,263398,,126
Nanded,,,,84,299252,31,0,0,0,0,0,TUAR OARAVED HSENAG,,111252,152146,263398,,126
Nanded,,,,84,299252,32,1,0,0,1,0,TUAR OARAVED HSENAG,,111252,152146,263398,,126
Nanded,,,,84,299252,33,0,0,0,0,0,TUAR OARAVED HSENAG,,111252,152146,263398,,126
Nanded,,,,84,299252,34,0,1,0,1,0,TUAR OARAVED HSENAG,,111252,152146,263398,,126
Nanded,,,,84,299252,35,0,1,0,1,0,TUAR OARAVED HSENAG,,111252,152146,263398,,126
Nanded,,,,84,299252,36,3,0,0,3,0,TUAR OARAVED HSENAG,,111252,152146,263398,,126
Nanded,,,,84,299252,37,0,4,0,4,0,TUAR OARAVED HSENAG,,111252,152146,263398,,126
Nanded,,,,84,299252,38,0,1,0,1,0,TUAR OARAVED HSENAG,,111252,152146,263398,,126
Nanded,,,,84,299252,39,2,0,0,2,0,TUAR OARAVED HSENAG,,111252,152146,263398,,126
Nanded,,,,84,299252,40,2,1,0,3,1,TUAR OARAVED HSENAG,,111252,152146,263398,,126
Nanded,,,,84,299252,41,1,1,0,2,0,TUAR OARAVED HSENAG,,111252,152146,263398,,126
Nanded,,,,84,299252,42,0,0,0,0,1,TUAR OARAVED HSENAG,,111252,152146,263398,,126
Nanded,,,,84,299252,43,0,1,0,1,0,TUAR OARAVED HSENAG,,111252,152146,263398,,126
Nanded,,,,84,299252,44,1,0,0,1,0,TUAR OARAVED HSENAG,,111252,152146,263398,,126
Nanded,,,,84,299252,45,0,0,0,0,0,TUAR OARAVED HSENAG,,111252,152146,263398,,126
Nanded,,,,84,299252,46,2,0,0,2,0,TUAR OARAVED HSENAG,,111252,152146,263398,,126
Nanded,,,,84,299252,47,0,0,0,0,0,TUAR OARAVED HSENAG,,111252,152146,263398,,126
Nanded,,,,84,299252,48,5,1,0,6,0,TUAR OARAVED HSENAG,,111252,152146,263398,,126
Nanded,,,,84,299252,49,0,0,0,0,0,TUAR OARAVED HSENAG,,111252,152146,263398,,126
Nanded,,,,84,299252,50,0,0,0,0,0,TUAR OARAVED HSENAG,,111252,152146,263398,,126
Nanded,,,,84,299252,51,0,0,0,0,1,TUAR OARAVED HSENAG,,111252,152146,263398,,126
Nanded,,,,84,299252,52,0,0,0,0,1,TUAR OARAVED HSENAG,,111252,152146,263398,,126
Nanded,,,,84,299252,53,2,2,0,4,2,TUAR OARAVED HSENAG,,111252,152146,263398,,126
Nanded,,,,84,299252,54,0,0,0,0,2,TUAR OARAVED HSENAG,,111252,152146,263398,,126
Nanded,,,,84,299252,55,0,0,0,0,0,TUAR OARAVED HSENAG,,111252,152146,263398,,126
Nanded,,,,84,299252,56,0,0,0,0,0,TUAR OARAVED HSENAG,,111252,152146,263398,,126
Nanded,,,,84,299252,57,0,0,0,0,2,TUAR OARAVED HSENAG,,111252,152146,263398,,126
Nanded,,,,84,299252,58,0,0,0,0,0,TUAR OARAVED HSENAG,,111252,152146,263398,,126
Nanded,,,,84,299252,59,2,0,0,2,0,TUAR OARAVED HSENAG,,111252,152146,263398,,126
Nanded,,,,84,299252,60,0,1,0,1,0,TUAR OARAVED HSENAG,,111252,152146,263398,,126
Nanded,,,,84,299252,61,0,1,0,1,0,TUAR OARAVED HSENAG,,111252,152146,263398,,126
Nanded,,,,84,299252,63,1,0,0,1,0,TUAR OARAVED HSENAG,,111252,152146,263398,,126
Nanded,,,,84,299252,64,0,0,0,0,0,TUAR OARAVED HSENAG,,111252,152146,263398,,126
Nanded,,,,84,299252,65,0,0,0,0,0,TUAR OARAVED HSENAG,,111252,152146,263398,,126
