District Name,District No,Jilha,Constituency Name,Constituency No,Total No. of Electors,Serial Poll,Total No. Valid Votes,No. of Rejected Votes,NOTA,Total,No. of Tendered Votes,Elected Person Name,Party Name of Elected Person,No. of Valid Votes Cast in Favour of Elected Person,Other Candidate Votes,Total EMV Votes,Total Postal ballot votes,Total Votes Polled
Jalgaon,,,Amalner,15,308272,1,771,0,0,771,774,Anil Patil Bhaidas,,107236,92047,199283,,199283
Jalgaon,,,Amalner,15,308272,2,690,0,0,690,691,Anil Patil Bhaidas,,107236,92047,199283,,199283
Jalgaon,,,Amalner,15,308272,3,946,0,0,946,951,Anil Patil Bhaidas,,107236,92047,199283,,199283
Jalgaon,,,Amalner,15,308272,4,619,0,0,619,619,Anil Patil Bhaidas,,107236,92047,199283,,199283
Jalgaon,,,Amalner,15,308272,5,460,0,0,460,461,Anil Patil Bhaidas,,107236,92047,199283,,199283
Jalgaon,,,Amalner,15,308272,6,814,0,0,814,816,Anil Patil Bhaidas,,107236,92047,199283,,199283
Jalgaon,,,Amalner,15,308272,7,481,0,0,481,481,Anil Patil Bhaidas,,107236,92047,199283,,199283
Jalgaon,,,Amalner,15,308272,8,215,0,0,215,215,Anil Patil Bhaidas,,107236,92047,199283,,199283
Jalgaon,,,Amalner,15,308272,9,446,0,0,446,447,Anil Patil Bhaidas,,107236,92047,199283,,199283
Jalgaon,,,Amalner,15,308272,10,746,0,0,746,750,Anil Patil Bhaidas,,107236,92047,199283,,199283
Jalgaon,,,Amalner,15,308272,11,991,0,0,991,995,Anil Patil Bhaidas,,107236,92047,199283,,199283
Jalgaon,,,Amalner,15,308272,12,658,0,0,658,664,Anil Patil Bhaidas,,107236,92047,199283,,199283
Jalgaon,,,Amalner,15,308272,13,291,0,0,291,293,Anil Patil Bhaidas,,107236,92047,199283,,199283
Jalgaon,,,Amalner,15,308272,14,535,0,0,535,536,Anil Patil Bhaidas,,107236,92047,199283,,199283
Jalgaon,,,Amalner,15,308272,15,691,0,0,691,691,Anil Patil Bhaidas,,107236,92047,199283,,199283
Jalgaon,,,Amalner,15,308272,16,720,0,0,720,727,Anil Patil Bhaidas,,107236,92047,199283,,199283
Jalgaon,,,Amalner,15,308272,17,396,0,0,396,397,Anil Patil Bhaidas,,107236,92047,199283,,199283
Jalgaon,,,Amalner,15,308272,18,229,0,0,229,229,Anil Patil Bhaidas,,107236,92047,199283,,199283
Jalgaon,,,Amalner,15,308272,19,597,0,0,597,599,Anil Patil Bhaidas,,107236,92047,199283,,199283
Jalgaon,,,Amalner,15,308272,20,603,0,0,603,611,Anil Patil Bhaidas,,107236,92047,199283,,199283
Jalgaon,,,Amalner,15,308272,21,190,0,0,190,190,Anil Patil Bhaidas,,107236,92047,199283,,199283
Jalgaon,,,Amalner,15,308272,22,526,0,0,526,528,Anil Patil Bhaidas,,107236,92047,199283,,199283
Jalgaon,,,Amalner,15,308272,23,631,0,0,631,635,Anil Patil Bhaidas,,107236,92047,199283,,199283
Jalgaon,,,Amalner,15,308272,24,686,0,0,686,692,Anil Patil Bhaidas,,107236,92047,199283,,199283
Jalgaon,,,Amalner,15,308272,25,731,0,0,731,731,Anil Patil Bhaidas,,107236,92047,199283,,199283
Jalgaon,,,Amalner,15,308272,26,840,0,0,840,848,Anil Patil Bhaidas,,107236,92047,199283,,199283
Jalgaon,,,Amalner,15,308272,27,722,0,0,722,725,Anil Patil Bhaidas,,107236,92047,199283,,199283
Jalgaon,,,Amalner,15,308272,28,782,0,0,782,783,Anil Patil Bhaidas,,107236,92047,199283,,199283
Jalgaon,,,Amalner,15,308272,29,822,0,0,822,833,Anil Patil Bhaidas,,107236,92047,199283,,199283
Jalgaon,,,Amalner,15,308272,30,615,0,0,615,621,Anil Patil Bhaidas,,107236,92047,199283,,199283
Jalgaon,,,Amalner,15,308272,31,529,0,0,529,599,Anil Patil Bhaidas,,107236,92047,199283,,199283
Jalgaon,,,Amalner,15,308272,32,662,0,0,662,664,Anil Patil Bhaidas,,107236,92047,199283,,199283
Jalgaon,,,Amalner,15,308272,33,538,0,0,538,547,Anil Patil Bhaidas,,107236,92047,199283,,199283
Jalgaon,,,Amalner,15,308272,34,769,0,0,769,770,Anil Patil Bhaidas,,107236,92047,199283,,199283
Jalgaon,,,Amalner,15,308272,35,673,0,0,673,676,Anil Patil Bhaidas,,107236,92047,199283,,199283
Jalgaon,,,Amalner,15,308272,36,741,0,0,741,743,Anil Patil Bhaidas,,107236,92047,199283,,199283
Jalgaon,,,Amalner,15,308272,37,540,0,0,540,541,Anil Patil Bhaidas,,107236,92047,199283,,199283
Jalgaon,,,Amalner,15,308272,38,354,0,0,354,356,Anil Patil Bhaidas,,107236,92047,199283,,199283
Jalgaon,,,Amalner,15,308272,39,847,0,0,847,850,Anil Patil Bhaidas,,107236,92047,199283,,199283
Jalgaon,,,Amalner,15,308272,40,278,0,0,278,278,Anil Patil Bhaidas,,107236,92047,199283,,199283
Jalgaon,,,Amalner,15,308272,41,250,0,0,250,250,Anil Patil Bhaidas,,107236,92047,199283,,199283
Jalgaon,,,Amalner,15,308272,42,667,0,0,667,673,Anil Patil Bhaidas,,107236,92047,199283,,199283
Jalgaon,,,Amalner,15,308272,43,633,0,0,633,634,Anil Patil Bhaidas,,107236,92047,199283,,199283
Jalgaon,,,Amalner,15,308272,44,759,0,0,759,761,Anil Patil Bhaidas,,107236,92047,199283,,199283
Jalgaon,,,Amalner,15,308272,45,712,0,0,712,713,Anil Patil Bhaidas,,107236,92047,199283,,199283
Jalgaon,,,Amalner,15,308272,46,453,0,0,453,454,Anil Patil Bhaidas,,107236,92047,199283,,199283
Jalgaon,,,Amalner,15,308272,47,582,0,0,582,586,Anil Patil Bhaidas,,107236,92047,199283,,199283
Jalgaon,,,Amalner,15,308272,48,806,0,0,806,809,Anil Patil Bhaidas,,107236,92047,199283,,199283
Jalgaon,,,Amalner,15,308272,49,355,0,0,355,356,Anil Patil Bhaidas,,107236,92047,199283,,199283
Jalgaon,,,Amalner,15,308272,50,541,0,0,541,543,Anil Patil Bhaidas,,107236,92047,199283,,199283
Jalgaon,,,Amalner,15,308272,51,713,0,0,713,717,Anil Patil Bhaidas,,107236,92047,199283,,199283
Jalgaon,,,Amalner,15,308272,52,659,0,0,659,664,Anil Patil Bhaidas,,107236,92047,199283,,199283
Jalgaon,,,Amalner,15,308272,53,742,0,0,742,745,Anil Patil Bhaidas,,107236,92047,199283,,199283
Jalgaon,,,Amalner,15,308272,54,827,0,0,827,832,Anil Patil Bhaidas,,107236,92047,199283,,199283
Jalgaon,,,Amalner,15,308272,55,695,0,0,695,698,Anil Patil Bhaidas,,107236,92047,199283,,199283
Jalgaon,,,Amalner,15,308272,56,806,0,0,806,806,Anil Patil Bhaidas,,107236,92047,199283,,199283
