District Name,District No,Jilha,Constituency Name,Constituency No,Total No. of Electors,Serial Poll,Total No. Valid Votes,No. of Rejected Votes,NOTA,Total,No. of Tendered Votes,Elected Person Name,Party Name of Elected Person,No. of Valid Votes Cast in Favour of Elected Person,Other Candidate Votes,Total EMV Votes,Total Postal ballot votes,Total Votes Polled
Nagpur,,,,55,341252,1,0,6,0,6,0,EKLEHS ABAB YTNUB,,90008,127276,217284,,52
Nagpur,,,,55,341252,2,0,4,0,4,0,EKLEHS ABAB YTNUB,,90008,127276,217284,,52
Nagpur,,,,55,341252,3,0,6,0,6,3,EKLEHS ABAB YTNUB,,90008,127276,217284,,52
Nagpur,,,,55,341252,4,0,0,0,0,1,EKLEHS ABAB YTNUB,,90008,127276,217284,,52
Nagpur,,,,55,341252,5,0,1,0,1,1,EKLEHS ABAB YTNUB,,90008,127276,217284,,52
Nagpur,,,,55,341252,6,0,1,0,1,4,EKLEHS ABAB YTNUB,,90008,127276,217284,,52
Nagpur,,,,55,341252,7,0,0,0,0,0,EKLEHS ABAB YTNUB,,90008,127276,217284,,52
Nagpur,,,,55,341252,8,0,0,0,0,0,EKLEHS ABAB YTNUB,,90008,127276,217284,,52
Nagpur,,,,55,341252,9,0,0,0,0,1,EKLEHS ABAB YTNUB,,90008,127276,217284,,52
Nagpur,,,,55,341252,10,1,1,0,2,0,EKLEHS ABAB YTNUB,,90008,127276,217284,,52
Nagpur,,,,55,341252,11,1,1,0,2,3,EKLEHS ABAB YTNUB,,90008,127276,217284,,52
Nagpur,,,,55,341252,12,0,0,0,0,3,EKLEHS ABAB YTNUB,,90008,127276,217284,,52
Nagpur,,,,55,341252,13,1,4,0,5,2,EKLEHS ABAB YTNUB,,90008,127276,217284,,52
Nagpur,,,,55,341252,14,1,0,0,1,2,EKLEHS ABAB YTNUB,,90008,127276,217284,,52
Nagpur,,,,55,341252,15,1,0,0,1,3,EKLEHS ABAB YTNUB,,90008,127276,217284,,52
Nagpur,,,,55,341252,16,0,0,0,0,1,EKLEHS ABAB YTNUB,,90008,127276,217284,,52
Nagpur,,,,55,341252,17,0,0,0,0,3,EKLEHS ABAB YTNUB,,90008,127276,217284,,52
Nagpur,,,,55,341252,18,1,0,0,1,1,EKLEHS ABAB YTNUB,,90008,127276,217284,,52
Nagpur,,,,55,341252,19,0,0,0,0,1,EKLEHS ABAB YTNUB,,90008,127276,217284,,52
Nagpur,,,,55,341252,20,0,1,0,1,3,EKLEHS ABAB YTNUB,,90008,127276,217284,,52
Nagpur,,,,55,341252,21,0,1,0,1,3,EKLEHS ABAB YTNUB,,90008,127276,217284,,52
Nagpur,,,,55,341252,22,1,1,0,2,3,EKLEHS ABAB YTNUB,,90008,127276,217284,,52
Nagpur,,,,55,341252,23,1,0,0,1,6,EKLEHS ABAB YTNUB,,90008,127276,217284,,52
Nagpur,,,,55,341252,24,0,1,0,1,2,EKLEHS ABAB YTNUB,,90008,127276,217284,,52
Nagpur,,,,55,341252,25,1,0,0,1,1,EKLEHS ABAB YTNUB,,90008,127276,217284,,52
Nagpur,,,,55,341252,26,1,0,0,1,2,EKLEHS ABAB YTNUB,,90008,127276,217284,,52
Nagpur,,,,55,341252,27,1,1,0,2,1,EKLEHS ABAB YTNUB,,90008,127276,217284,,52
Nagpur,,,,55,341252,28,0,1,0,1,3,EKLEHS ABAB YTNUB,,90008,127276,217284,,52
Nagpur,,,,55,341252,29,0,1,0,1,1,EKLEHS ABAB YTNUB,,90008,127276,217284,,52
Nagpur,,,,55,341252,30,0,1,0,1,1,EKLEHS ABAB YTNUB,,90008,127276,217284,,52
Nagpur,,,,55,341252,31,0,1,0,1,3,EKLEHS ABAB YTNUB,,90008,127276,217284,,52
Nagpur,,,,55,341252,32,0,0,0,0,1,EKLEHS ABAB YTNUB,,90008,127276,217284,,52
Nagpur,,,,55,341252,33,2,0,0,2,3,EKLEHS ABAB YTNUB,,90008,127276,217284,,52
Nagpur,,,,55,341252,34,0,0,0,0,0,EKLEHS ABAB YTNUB,,90008,127276,217284,,52
Nagpur,,,,55,341252,35,0,0,0,0,3,EKLEHS ABAB YTNUB,,90008,127276,217284,,52
Nagpur,,,,55,341252,36,0,0,0,0,3,EKLEHS ABAB YTNUB,,90008,127276,217284,,52
Nagpur,,,,55,341252,37,0,0,0,0,1,EKLEHS ABAB YTNUB,,90008,127276,217284,,52
Nagpur,,,,55,341252,38,1,0,0,1,1,EKLEHS ABAB YTNUB,,90008,127276,217284,,52
Nagpur,,,,55,341252,39,1,2,0,3,0,EKLEHS ABAB YTNUB,,90008,127276,217284,,52
Nagpur,,,,55,341252,40,1,9,0,10,3,EKLEHS ABAB YTNUB,,90008,127276,217284,,52
Nagpur,,,,55,341252,41,0,1,0,1,1,EKLEHS ABAB YTNUB,,90008,127276,217284,,52
Nagpur,,,,55,341252,42,0,1,0,1,0,EKLEHS ABAB YTNUB,,90008,127276,217284,,52
Nagpur,,,,55,341252,43,2,0,0,2,2,EKLEHS ABAB YTNUB,,90008,127276,217284,,52
Nagpur,,,,55,341252,44,0,1,0,1,0,EKLEHS ABAB YTNUB,,90008,127276,217284,,52
Nagpur,,,,55,341252,45,0,0,0,0,0,EKLEHS ABAB YTNUB,,90008,127276,217284,,52
Nagpur,,,,55,341252,46,0,0,0,0,0,EKLEHS ABAB YTNUB,,90008,127276,217284,,52
Nagpur,,,,55,341252,47,0,0,0,0,1,EKLEHS ABAB YTNUB,,90008,127276,217284,,52
Nagpur,,,,55,341252,48,0,0,0,0,0,EKLEHS ABAB YTNUB,,90008,127276,217284,,52
Nagpur,,,,55,341252,49,0,0,0,0,0,EKLEHS ABAB YTNUB,,90008,127276,217284,,52
Nagpur,,,,55,341252,50,0,0,0,0,1,EKLEHS ABAB YTNUB,,90008,127276,217284,,52
Nagpur,,,,55,341252,51,0,0,0,0,0,EKLEHS ABAB YTNUB,,90008,127276,217284,,52
Nagpur,,,,55,341252,52,0,1,0,1,1,EKLEHS ABAB YTNUB,,90008,127276,217284,,52
Nagpur,,,,55,341252,53,0,0,0,0,3,EKLEHS ABAB YTNUB,,90008,127276,217284,,52
Nagpur,,,,55,341252,54,1,0,0,1,1,EKLEHS ABAB YTNUB,,90008,127276,217284,,52
Nagpur,,,,55,341252,55,0,0,0,0,1,EKLEHS ABAB YTNUB,,90008,127276,217284,,52
Nagpur,,,,55,341252,56,1,1,0,2,2,EKLEHS ABAB YTNUB,,90008,127276,217284,,52
Nagpur,,,,55,341252,57,0,2,0,2,3,EKLEHS ABAB YTNUB,,90008,127276,217284,,52
Nagpur,,,,55,341252,58,1,0,0,1,1,EKLEHS ABAB YTNUB,,90008,127276,217284,,52
Nagpur,,,,55,341252,59,0,1,0,1,0,EKLEHS ABAB YTNUB,,90008,127276,217284,,52
Nagpur,,,,55,341252,60,1,0,0,1,0,EKLEHS ABAB YTNUB,,90008,127276,217284,,52
Nagpur,,,,55,341252,61,0,1,0,1,4,EKLEHS ABAB YTNUB,,90008,127276,217284,,52
Nagpur,,,,55,341252,62,0,0,0,0,4,EKLEHS ABAB YTNUB,,90008,127276,217284,,52
Nagpur,,,,55,341252,63,0,1,0,1,2,EKLEHS ABAB YTNUB,,90008,127276,217284,,52
Nagpur,,,,55,341252,64,0,1,0,1,1,EKLEHS ABAB YTNUB,,90008,127276,217284,,52
Nagpur,,,,55,341252,65,0,0,0,0,0,EKLEHS ABAB YTNUB,,90008,127276,217284,,52
Nagpur,,,,55,341252,66,0,0,0,0,1,EKLEHS ABAB YTNUB,,90008,127276,217284,,52
Nagpur,,,,55,341252,67,0,0,0,0,2,EKLEHS ABAB YTNUB,,90008,127276,217284,,52
Nagpur,,,,55,341252,68,0,0,0,0,0,EKLEHS ABAB YTNUB,,90008,127276,217284,,52
Nagpur,,,,55,341252,69,0,1,0,1,0,EKLEHS ABAB YTNUB,,90008,127276,217284,,52
Nagpur,,,,55,341252,70,0,1,0,1,0,EKLEHS ABAB YTNUB,,90008,127276,217284,,52
Nagpur,,,,55,341252,71,0,0,0,0,0,EKLEHS ABAB YTNUB,,90008,127276,217284,,52
Nagpur,,,,55,341252,72,0,5,0,5,0,EKLEHS ABAB YTNUB,,90008,127276,217284,,52
Nagpur,,,,55,341252,73,0,0,0,0,0,EKLEHS ABAB YTNUB,,90008,127276,217284,,52
Nagpur,,,,55,341252,74,0,2,0,2,0,EKLEHS ABAB YTNUB,,90008,127276,217284,,52
Nagpur,,,,55,341252,75,0,0,0,0,0,EKLEHS ABAB YTNUB,,90008,127276,217284,,52
Nagpur,,,,55,341252,76,0,1,0,1,3,EKLEHS ABAB YTNUB,,90008,127276,217284,,52
Nagpur,,,,55,341252,77,0,4,0,4,1,EKLEHS ABAB YTNUB,,90008,127276,217284,,52
Nagpur,,,,55,341252,78,0,1,0,1,0,EKLEHS ABAB YTNUB,,90008,127276,217284,,52
