District Name,District No,Jilha,Constituency Name,Constituency No,Total No. of Electors,Serial Poll,Total No. Valid Votes,No. of Rejected Votes,NOTA,Total,No. of Tendered Votes,Elected Person Name,Party Name of Elected Person,No. of Valid Votes Cast in Favour of Elected Person,Other Candidate Votes,Total EMV Votes,Total Postal ballot votes,Total Votes Polled
Akola,,,"Akola west Legislative Assembly Constituency
Total No",30,,1,659,4,663,663,0,,,0,155487,155487,,59093
Akola,,,"Akola west Legislative Assembly Constituency
Total No",30,,3,178,8,537,186,0,,,0,155487,155487,,59093
Akola,,,"Akola west Legislative Assembly Constituency
Total No",30,,400,1,8,594,9,0,,,0,155487,155487,,59093
Akola,,,"Akola west Legislative Assembly Constituency
Total No",30,,5,718,5,723,723,0,,,0,155487,155487,,59093
Akola,,,"Akola west Legislative Assembly Constituency
Total No",30,,6,174,7,751,181,0,,,0,155487,155487,,59093
Akola,,,"Akola west Legislative Assembly Constituency
Total No",30,,9,497,1,498,498,0,,,0,155487,155487,,59093
Akola,,,"Akola west Legislative Assembly Constituency
Total No",30,,10,615,2,81,617,0,,,0,155487,155487,,59093
Akola,,,"Akola west Legislative Assembly Constituency
Total No",30,,11,750,2,752,752,0,,,0,155487,155487,,59093
Akola,,,"Akola west Legislative Assembly Constituency
Total No",30,,12,13,1,726,14,0,,,0,155487,155487,,59093
Akola,,,"Akola west Legislative Assembly Constituency
Total No",30,,13,517,2,519,519,0,,,0,155487,155487,,59093
Akola,,,"Akola west Legislative Assembly Constituency
Total No",30,,1,7,3,5,10,0,,,0,155487,155487,,59093
Akola,,,"Akola west Legislative Assembly Constituency
Total No",30,,15,5,625,626,630,0,,,0,155487,155487,,59093
Akola,,,"Akola west Legislative Assembly Constituency
Total No",30,,16,761,1,762,762,0,,,0,155487,155487,,59093
Akola,,,"Akola west Legislative Assembly Constituency
Total No",30,,18,0,6,915,6,0,,,0,155487,155487,,59093
Akola,,,"Akola west Legislative Assembly Constituency
Total No",30,,19,7,2,835,9,0,,,0,155487,155487,,59093
Akola,,,"Akola west Legislative Assembly Constituency
Total No",30,,20,0,1,767,1,0,,,0,155487,155487,,59093
Akola,,,"Akola west Legislative Assembly Constituency
Total No",30,,21,12,6,764,18,0,,,0,155487,155487,,59093
Akola,,,"Akola west Legislative Assembly Constituency
Total No",30,,23,25,3,856,28,0,,,0,155487,155487,,59093
Akola,,,"Akola west Legislative Assembly Constituency
Total No",30,,25,1,7,881,8,0,,,0,155487,155487,,59093
Akola,,,"Akola west Legislative Assembly Constituency
Total No",30,,1,20,21,22,41,0,,,0,155487,155487,,59093
Akola,,,"Akola west Legislative Assembly Constituency
Total No",30,,26,696,3,1,699,0,,,0,155487,155487,,59093
Akola,,,"Akola west Legislative Assembly Constituency
Total No",30,,21,673,1,674,674,0,,,0,155487,155487,,59093
Akola,,,"Akola west Legislative Assembly Constituency
Total No",30,,82,1,3,671,4,0,,,0,155487,155487,,59093
Akola,,,"Akola west Legislative Assembly Constituency
Total No",30,,29,3,116,417,119,0,,,0,155487,155487,,59093
